business_id,name,address,city,state,postal_code,latitude,longitude,stars,review_count,is_open,categories
1ltdElzwJcK8Yu13OEkaxg,Events Unlimited,205 Santa Barbara St,Santa Barbara,CA,93101,34.4157176,-119.6905523,2,5,0,"Event Planning & Services, Wedding Planning"
i-2F9l3EAAR3dT2e2KWCKw,Mission Cleaning Company,"3009 De La Vina St, # A",Santa Barbara,CA,93105,34.4388047,-119.7285993,4.5,8,1,"Carpet Cleaning, Pressure Washers, Home Cleaning, Office Cleaning, Professional Services, Home Services, Window Washing, Local Services"
sNyHfboSOs-ESN76cYFfTA,Santorini Greek Island Grill,494 Ucen Rd,Isla Vista,CA,93117,34.4119091,-119.842623,4.5,35,0,"Mediterranean, Food, Restaurants, Greek, Specialty Food, Ethnic Food"
a6E_6qip4ScPyt1QslJaNQ,Nico Pollero - Sotheby’s International Realty,"1165 Coast Village Rd, Ste A",Santa Barbara,CA,93108,34.42089514,-119.6457354,5,8,1,"Real Estate, Real Estate Agents, Home Services"
#NAME?,Pizza Mizza,,Santa Barbara,CA,93105,34.4208305,-119.6981901,3.5,169,0,"Food Delivery Services, Food, Restaurants, Pizza, Italian"
ra_ScYbdhHj2RiYSGEvSdQ,Styled & Staged Santa Barbara,,Santa Barbara,CA,93101,34.420334,-119.7107494,5,6,1,"Home Services, Home Staging, Hotels & Travel, Real Estate Services, Real Estate, Interior Design, Vacation Rentals, Real Estate Photography"
ycbmvmBYk4w_ZmdrPL0tBQ,The Cruisery,501 State St,Santa Barbara,CA,93101,34.4167478,-119.6957697,4,362,1,"Breweries, Nightlife, Food, Cocktail Bars, Bars, Restaurants, Brewpubs, Gastropubs"
_6xXhCMXk7NIwUIm60A6uw,Children's Medical Clinic - Santa Barbara,"15 E Arrellaga St, Ste 1 and 2",Santa Barbara,CA,93101,34.42774314,-119.7091367,3,26,1,"Family Practice, Pediatricians, Doctors, Medical Centers, Health & Medical"
q_MNI5-3vyXmwChyEMs2Wg,Seaside Gardens,3700 Via Real,Carpinteria,CA,93013,34.410382,-119.549367,5,82,1,"Botanical Gardens, Arts & Entertainment, Home & Garden, Flowers & Gifts, Shopping, Gift Shops, Nurseries & Gardening"
018-A5TmyDbfCFTGvxJHpw,Lyft,,Santa Barbara,CA,93101,34.420334,-119.7107494,2.5,14,1,"Hotels & Travel, Transportation, Taxis, Automotive, Car Share Services"
fAiPD2OIEm9wtS7uJqzu5Q,Natural Cafe,6990 Market Pl Dr,Goleta,CA,93117,34.4294615,-119.8712408,4,130,1,"Food, Vegetarian, Salad, Restaurants, Cafes, American (Traditional), Burgers, Juice Bars & Smoothies"
xFJ4R9nKQt_JoD5CXgyFjw,Northside Shoe Repair,3331 State St,Santa Barbara,CA,93105,34.4400502,-119.7359216,1.5,57,1,"Local Services, Shoe Repair"
WtHwy11SvF7sjqXI0Eee2A,GleamClean Cleaning Services,,Santa Barbara,CA,93101,34.420334,-119.7107494,5,6,1,"Window Washing, Local Services, Home Cleaning, Carpet Cleaning, Home Services"
dsNKRi0XlMm7JOWbVk0Nvw,Vicentas Mexican Cuisine,6920 Market Place Dr,Goleta,CA,93117,34.4294561,-119.8701753,4,136,0,"Mexican, Bars, Nightlife, New Mexican Cuisine, Restaurants"
sDPDjmmrtKrZQIBfv32EYw,CorePower Yoga,6992 Market Place Dr,Goleta,CA,93117,34.4295287,-119.8714278,4,26,1,"Active Life, Fitness & Instruction, Gyms, Yoga"
CYwC5OjwCN6ib_AQDxi3Ow,In-N-Out Burger,4865 Calle Real,Goleta,CA,93111,34.442941,-119.790779,4,228,1,"Restaurants, Fast Food, Burgers"
B91yBSPvAz5O_t9JFafN1Q,O'Malleys Bar,523 State St,Santa Barbara,CA,93101,34.4173886,-119.6965844,2.5,172,1,"Nightlife, Bars, Sports Bars"
5hJZe_v9Ax5GjXJCMQ9ijw,FedEx Office Print & Ship Center,1030 State St,Santa Barbara,CA,93101,34.422313,-119.702806,2,53,1,"Printing Services, Education, Signmaking, Preschools, Shipping Centers, Elementary Schools, Local Services, Colleges & Universities, Professional Services"
XwnkfMUiyH-OsJXbmbOK5g,Sushi Tyme,819 State St,Santa Barbara,CA,93101,34.41972661,-119.7002778,3.5,155,1,"Restaurants, Asian Fusion, Seafood, Sushi Bars, Japanese"
zJWAzeghlkbx2bVas5GSng,Mesa Yoga,1905 Cliff Dr,Santa Barbara,CA,93109,34.4013517,-119.7224732,4.5,9,0,"Active Life, Yoga, Fitness & Instruction"
0qu0fNTOsSmuREYVIMPuIQ,Cold Spring Tavern,5995 Stagecoach Rd,Santa Barbara,CA,93105,34.52162579,-119.8405629,4.5,1018,1,"American (Traditional), Restaurants, Bars, Nightlife"
DOEdwWznWZ3wx6tsNk28Bg,Paragon Jiu Jitsu and Kickboxing,617 N Salsipuedes St,Santa Barbara,CA,93103,34.42426558,-119.6906104,4.5,77,1,"Brazilian Jiu-jitsu, Active Life, Fitness & Instruction, Martial Arts, Kickboxing, Gyms, Boxing"
uO39--k_hrCFgZh-Bl8m8A,Taqueria Cuernavaca,201 W Carrillo St,Santa Barbara,CA,93101,34.418932,-119.704239,4.5,409,1,"Mexican, Tacos, Restaurants"
9coQY05SXPMBGKHcVXWFMw,Verizon,2980 State St,Santa Barbara,CA,93105,34.44057277,-119.7275568,2.5,83,1,"Shopping, Electronics, Mobile Phones, Professional Services, Home Services, Internet Service Providers"
DnnPX9r4VoZB7X09I0KtSg,Smith & Murphy Events and Design House,,Santa Barbara,CA,93105,34.4208305,-119.6981901,5,8,1,"Event Planning & Services, Wedding Planning"
PqL3vbxgvdqJdqQsYNN1ug,Equinox Naturopathic Medicine,"924 Anacapa St, Ste B3",Santa Barbara,CA,93101,34.422342,-119.699977,4.5,11,1,"Doctors, Naturopathic/Holistic, Health & Medical, Nutritionists, Family Practice"
zPm_oiQxLrxraFYjaU_81Q,Essential Massage & Wellness - Santa Barbara,,Santa Barbara ,CA,93105,34.4208305,-119.6981901,5,8,1,"Massage, Beauty & Spas"
lq7dE9c10OvRfd_edJoyMg,Due Lune Cucina,1 State St,Santa Barbara,CA,93101,34.412192,-119.689592,4,79,0,"Restaurants, Italian"
fnGZspqyamRremXor0sAyg,Frog Bar & Grill,405 Glen Annie Rd,Santa Barbara,CA,93117,34.44293792,-119.8800369,4,16,1,"Restaurants, American (Traditional), Nightlife, Bars, Cocktail Bars"
LqY3NrBE0trSnDj87KAn3A,Sandyland Reef Inn,4160 Via Real,Carpinteria,CA,93013,34.4051958,-119.5327704,2,130,1,"Hotels, Hotels & Travel, Event Planning & Services"
4nOTQHWoDbAmktxBEZz9mw,The UPS Store,5662 Calle Real,Goleta,CA,93117,34.4416128,-119.8229432,3,27,1,"Notaries, Shipping Centers, Mailbox Centers, Local Services, Printing Services"
hl8-C5f5EwqAQRtSpgvKyA,Preferred Rental Service,122 E Arrellaga St,Santa Barbara,CA,93101,34.4285622,-119.707774,3,22,1,"Home Services, Real Estate Services, Real Estate"
rwDUJ0yj_gd3RIG1mkCS3w,Ooty's Scooters,629 E Haley St,Santa Barbara,CA,93103,34.4241109,-119.6880079,4.5,29,1,"Motorcycle Dealers, Motorcycle Repair, Automotive"
3-dQbvti2EpSfs9jKcyIjQ,State & A Bar and Grill,1201 State St,Santa Barbara,CA,93101,34.423331,-119.704805,3,31,0,"Bars, Restaurants, Nightlife, Barbeque"
UvIDb2FiDCgPuVtDT2rGew,Gavin Roy Presents,1834 Bath St,Santa Barbara,CA,93101,34.4265713,-119.7165402,5,78,1,"DJs, Party & Event Planning, Wedding Planning, Event Planning & Services"
D1OT9vuepvXJrn5VDgm4YA,Santa Barbara Certified Farmers Market,119 E Cota St,Santa Barbara,CA,93101,34.419744,-119.695264,4.5,113,1,"Food, Farmers Market, Specialty Food, Fruits & Veggies"
1Kmlr4Zm4_4kT2BwTlZvgg,Brows To Brazilian Wax & Skincare Salon,"501 Chapala St, Ste E",Santa Barbara,CA,93103,34.4156801,-119.696995,4,29,1,"Eyelash Service, Beauty & Spas, Makeup Artists, Hair Removal, Skin Care, Waxing, Day Spas"
zmEBcwiDviuo8yYCcmF0Dw,Hollister Barber Shop,5731 Hollister Ave,Goleta,CA,93117,34.4354843,-119.824458,4,8,1,"Beauty & Spas, Barbers"
6P4siJajSgA5tgXHb5122Q,Monarch Cleaners,5741 Calle Real,Goleta,CA,93117,34.4411586,-119.8227416,1,8,0,"Local Services, Professional Services, Dry Cleaning & Laundry, Laundry Services"
vyyr3G874jpRYSQo2KPZow,Cristino's Bakery,170 Aero Camino,Goleta,CA,93117,34.432215,-119.8481,5,117,1,"Mexican, Restaurants, Bakeries, Food, Sandwiches, Coffee & Tea"
cVW9b_1bqsvTU1jhGNWUsw,Yoshinoya,552 University Road,Santa Barbara,CA,93106,34.415142,-119.840629,3,9,1,"Japanese, Restaurants, Asian Fusion, Fast Food"
tahxkQg2DPh48m-CsJfyUQ,Mummys Day Off,805 Cliff Dr,Santa Barbara,CA,93109,34.4055293,-119.7021272,4,10,1,"Pet Services, Pet Sitting, Pets, Nanny Services, Home Cleaning, Home Services, Child Care & Day Care, Professional Services, Local Services"
MEqJtVD49Aj0Tb-7roBZaA,"Terrell F Pannkuk, MSCD","9 E Pedregosa St, Ste B",Santa Barbara,CA,93101,34.430436,-119.7133062,5,5,1,"Health & Medical, Dentists, Endodontists"
lTCoYu00AUV0SHxOa-XXBw,The Narrative Loft,"1 N Calle Cesar Chavez, Ste 240",Santa Barbara,CA,93103,34.4179633,-119.6834139,5,50,1,"Photographers, Event Planning & Services, Professional Services, Venues & Event Spaces, Web Design, Session Photography, Video/Film Production"
fWVilP_7_ARQypiWRlC41A,Cubbage Sewing Machine Service,"7368 Hollister Ave, Ste 53",Goleta,CA,93117,34.4308636,-119.8849667,5,11,1,"Appliances & Repair, Local Services"
rJ_Dsog6rNA00QvoSqy7MQ,Pioneer Floors,802 E Yanonali St,Santa Barbara,CA,93103,34.4224182,-119.6823208,4.5,13,0,"Home Services, Shopping, Home & Garden, Flooring, Shades & Blinds, Carpeting, Local Services"
AYSZCdB7oUiKMaOy0yud6g,So Good Jewelry,1107 State St,Santa Barbara,CA,93101,34.4224262,-119.7036728,3.5,24,0,"Shopping, Jewelry"
#NAME?,The Joint Chiropractic,5741 Calle Real,Goleta,CA,93117,34.44096138,-119.8243911,4,60,1,"Beauty & Spas, Sports Medicine, Doctors, Chiropractors, Hair Salons, Naturopathic/Holistic, Health & Medical"
pS8SpbPGNV5-asskDMiD9g,Pedego Electric Bikes Santa Barbara,100 E Haley St,Santa Barbara,CA,93101,34.4178784,-119.6941745,5,41,0,"Active Life, Shopping, Bike Repair/Maintenance, Bike Rentals, Bikes, Sporting Goods, Local Services"
WbmY1I8rZNUqQz4ksnEMzw,Honda of Santa Barbara,408 Chapala St,Santa Barbara,CA,93101,34.4151094,-119.6954425,3,10,0,"Motorcycle Dealers, Automotive"
sRCokMWcZKTbzfV5tgVXyg,Montecito Bank & Trust,3802 State St,Santa Barbara,CA,93105,34.4408537,-119.7470661,1.5,7,1,"Banks & Credit Unions, Financial Services"
x-SCuOwghy4GlZdVOKjt4g,Twisted Twig Fine Florals,,Santa Barbara,CA,93105,34.4208305,-119.6981901,5,72,1,"Florists, Event Planning & Services, Shopping, Flowers & Gifts, Party & Event Planning"
wFES5bGDiPANW13hNHnXOQ,Sakana Sushi Bar & Japanese,"1046 Coast Village Rd, Ste K",Santa Barbara,CA,93108,34.422264,-119.650288,4,374,1,"Sushi Bars, Japanese, Restaurants"
YMRnoKYvzokKWUU0vW5DhQ,Chase Bank,3768 State St,Santa Barbara,CA,93105,34.440738,-119.745015,3.5,8,1,"Home Services, Mortgage Brokers, Banks & Credit Unions, Real Estate, Financial Services"
34taJ5lM2tnRDvinoezqTw,Rancho La Patera & Stow House,304 N Los Carneros Rd,Goleta,CA,93117,34.443404,-119.8536517,4,8,1,"Arts & Entertainment, Museums, Venues & Event Spaces, Event Planning & Services"
QM2ujTJmdMMYQWyh8klpjQ,Santa Barbara Sherriff's Department,4434 Calle Real,Santa Barbara,CA,93110,34.44375994,-119.7768138,2,6,1,"Public Services & Government, Police Departments"
tOd6MX3hSuMyQxMK3ZKBTQ,Lucky Taxi & Limousine,535 Olive St,Santa Barbara,CA,93101,34.4226861,-119.6911465,4.5,7,1,"Food, Transportation, Wineries, Taxis, Limos, Arts & Entertainment, Hotels & Travel"
Ea2N2vZirKywxylvVo9Xpg,Saturday Fishermen's Market,6 Harbor Way,Santa Barbara,CA,93109,34.403734,-119.6930168,5,9,1,"Seafood Markets, Specialty Food, Food"
XleIcqVgh3iBeM4s-rdy6g,Javan's,938 Embarcadero Del Nrte,Goleta,CA,93117,34.4122089,-119.8553799,4,30,0,"Sandwiches, Restaurants, Burgers"
MbzgGsMQpGyVrUJXi_Jw0Q,Dawn Patrol,324 State St,Santa Barbara,CA,93101,34.4157298,-119.6936606,4,807,1,"Coffee & Tea, Breakfast & Brunch, Restaurants, American (New), Food"
O6RCCmz8-x4NhWJpI8KQug,Breakfast Culture Club,711 Chapala St,Santa Barbara,CA,93101,34.41777953,-119.6998999,4,108,0,"Nightlife, Coffee & Tea, Art Galleries, Bagels, Bakeries, Coffee Roasteries, Shopping, Coffeeshops, Food, Cafes, Restaurants, Arts & Entertainment"
aY_n9RSaD2Yw09jSFFePew,PizzaMan Dan's,699 Linden Ave,Carpinteria,CA,93013,34.3969589,-119.5210632,4,124,1,"Chicken Wings, Restaurants, Beer, Wine & Spirits, Sandwiches, Food, Pizza, Italian"
sAm1uIb1eeQpYRPqqv2rHQ,San Marcos High School,4750 Hollister Ave,Santa Barbara,CA,93110,34.43938296,-119.7865475,3,5,1,"Middle Schools & High Schools, Education"
eL4lyE7LNoXEMvpcJ8WNVw,Deep Sea Tasting Room,217 G Stearns Wharf,Santa Barbara,CA,93101,34.4100065,-119.6855487,4,472,1,"Bars, Venues & Event Spaces, Event Planning & Services, Wine Tasting Room, Arts & Entertainment, Food, Wine Bars, Beer, Wine & Spirits, Nightlife, Wineries"
LswO4EWgN99h6NEEJ7qtCA,Smoke 'N Barrel BBQ Shack,"Camino Real Marketplace, 6920 Marketplace Dr",Goleta,CA,93117,34.42867955,-119.8718033,2,66,0,"Restaurants, Barbeque"
8CBQc_dJ5cQJz4qXOma6EQ,Hollister Village,100 Baldwin Dr,Goleta,CA,93117,34.43114133,-119.8738506,4,29,1,"Apartments, Real Estate, Home Services"
PYMXmSkXMkVCbcDV3PxvjA,The Hitchcock Cinema & Public House - Metropolitan Theatres,371 S Hitchcock Way,Santa Barbara,CA,93105,34.4346563,-119.7460824,3.5,9,1,"Cinema, Arts & Entertainment"
sZCTKAeVNoufLX6O_aVbQw,Lauren Kendle Event Production,"1211 Coast Village Rd, Ste 6",Santa Barbara,CA,93108,34.4206758,-119.6437623,5,6,1,"Event Planning & Services, Wedding Planning"
ygZyTUWS4dbVL8d6vAiN4A,Taqueria Rincon Alteno,115 E Haley St,Santa Barbara,CA,93101,34.418462,-119.693982,4,68,1,"Mexican, Restaurants"
bjsBMTS4RD7Bs35ugv_fPA,The Eagle Inn,232 Natoma Ave,Santa Barbara,CA,93101,34.4105211,-119.6943283,4.5,368,1,"Event Planning & Services, Hotels & Travel, Bed & Breakfast, Hotels"
34Eqv8jXgxg_EEwcsNgeeg,Backyard Bowls,331 Motor Way,Santa Barbara,CA,93101,34.4151137,-119.6944966,4,659,1,"Health Markets, Coffee & Tea, Ice Cream & Frozen Yogurt, Restaurants, Juice Bars & Smoothies, Breakfast & Brunch, Food, American (New), Specialty Food"
oJ980EJI9bGAABaaOWFesw,Katherine Reginato's Wallpaper Service,2858 Verde Vista Dr,Santa Barbara,CA,93105,34.4406931,-119.723071,5,7,1,"Local Services, Home Services, Wallpapering"
Zs33Yd9efUHqp7sBe7I7jg,Lee's Tailoring,"4141 State St, Ste E4",Santa Barbara,CA,93110,34.439785,-119.761604,4,93,1,"Local Services, Sewing & Alterations"
kZtl_NJjUnlIQgzFrBhXyQ,Ichiban,1812 Cliff Dr,Santa Barbara,CA,93109,34.4017849,-119.720842,3.5,227,1,"Restaurants, Japanese, Sushi Bars"
OYXyucveTdau3lkQOrki1A,Villa Alamar,45 E Alamar Ave,Santa Barbara,CA,93105,34.4396828,-119.7249802,4.5,7,1,"Assisted Living Facilities, Health & Medical, Retirement Homes, Counseling & Mental Health, Memory Care"
zE8kXF0_2Twh4AhcewlFGw,Tsukemono,126 E Canon Perdido St,Santa Barbara,CA,93101,34.42202389,-119.6987794,4,16,0,"Sushi Bars, Japanese, Restaurants"
xChRp1Aqqxnk5H4t-TMW9g,Santa Barbara Koi,110 E Montecito St,Santa Barbara,CA,93101,34.41609343,-119.6913665,4.5,13,1,"Pool & Hot Tub Service, Pets, Home & Garden, Nurseries & Gardening, Home Services, Pet Stores, Landscaping, Local Fish Stores, Hot Tub & Pool, Shopping"
EHF8hnwsWES8lmedq5eqqA,Skivvies Esthetics,"11 W. de La Guerra St, Ste B",Santa Barbara,CA,93101,34.4191062,-119.6995489,5,10,1,"Sugaring, Eyelash Service, Hair Removal, Beauty & Spas, Tanning, Permanent Makeup, Spray Tanning, Waxing"
3ZqShggSayVJ_OJ0DXpvHA,Porsche Santa Barbara,"402 S Hope Ave, Ste C",Santa Barbara,CA,93105,34.4340907,-119.7465996,3.5,18,1,"Automotive, Car Dealers, Auto Repair"
I-SZ0TYMFK429AUImSJ3DA,Fisher Strength and Health Gym ,4223 State St,Santa Barbara,CA,93101,34.44027725,-119.7643607,5,12,1,"Fitness & Instruction, Active Life, Trainers, Gyms"
9D7dDnaZZglUOj75xFy-nw,Artistic Nails & Spa,"651 Paseo Nuevo, store 322",Santa Barbara,CA,93101,34.41667981,-119.707224,2,123,0,"Beauty & Spas, Nail Salons"
OJBgMP_4g20KEtUSIkFRsA,CRSVR Sneaker Boutique,632 State St,Santa Barbara,CA,93101,34.418605,-119.697713,4,14,0,"Shopping, Shoe Stores, Fashion, Men's Clothing"
v_WoA8G1vWwx7LgTy_u3LA,La Cumbre Management,"100 N Hope Ave, Ste 1",Santa Barbara,CA,93110,34.4413003,-119.7462912,1,5,1,"Real Estate, Home Services, Property Management"
lXQd2KpnT0OHYKi9q9nVcg,Goodland Signs & Designs,"375 Pine Ave, Ste 20",Goleta,CA,93117,34.434028,-119.827137,4,9,1,"Graphic Design, Professional Services, Printing Services, Local Services"
Ifw5wqcChnL4zBigtR7NKA,El Sitio,102 S Fairview Ave,Goleta,CA,93117,34.4372887,-119.8304029,3.5,80,1,"Restaurants, Mexican"
qNXAR7i6Tb3m0J0UBurj6g,The Food Liaison,1033 Casitas Pass Rd,Carpinteria,CA,93013,34.39592476,-119.5137759,4.5,84,1,"Cooking Schools, Shopping, Cooking Classes, Restaurants, Caterers, Education, Cafes, Event Planning & Services, Specialty Schools, Arts & Crafts"
-3AooxIkg38UyUdlz5oXdw,Chase Restaurant,1012 State St,Santa Barbara,CA,93101,34.421931,-119.7021852,3,436,1,"Event Planning & Services, Restaurants, Nightlife, Caterers, Italian, Bars"
GALhyTEqAVYBV-82ON9Zeg,The Numbers Girl,420 E Carrillo St,Santa Barbara,CA,93101,34.4261151,-119.6963739,4.5,7,1,"Professional Services, Accountants, Payroll Services, Bookkeepers"
sGYIhRma8VkAOWk4T1LJNQ,Escalera Pest Control,"55 S La Cumbre Rd, Ste 3",Santa Barbara,CA,93105,34.4394294,-119.7507015,3.5,21,1,"Pest Control, Home Inspectors, Local Services, Property Management, Real Estate, Home Services"
Vz1QSF4nurQv2-dok55jZg,"Howard Gross, MD","1722 State St, Ste 201",Santa Barbara,CA,93101,34.4288892,-119.7114097,4.5,16,1,"Health & Medical, Doctors, Cosmetic Surgeons"
zv_3f5U_-7v3UJzpgfhzGQ,RH Santa Barbara,710 State St,Santa Barbara,CA,93101,34.4191101,-119.6982519,3,23,1,"Home & Garden, Furniture Stores, Shopping"
1jtKzh-SMU42DWkrsUHMOw,Anna's Aesthetics,"633 Chapala St, Ste B",Santa Barbara,CA,93108,34.417349,-119.699138,5,8,1,"Tanning, Skin Care, Beauty & Spas, Makeup Artists"
PubUQBB1agbWCuCRXozjFg,Boone Graphics,70 S Kellogg Ave,Goleta,CA,93117,34.438636,-119.82,5,6,1,"Local Services, Graphic Design, Professional Services, Printing Services, Marketing, Web Design"
aZDwYjoAuLMEPh1VNDYiiw,Spa at Four Seasons Resort The Biltmore Santa Barbara,1260 Channel Dr,Santa Barbara,CA,93108,34.417406,-119.642096,4,34,1,"Beauty & Spas, Day Spas"
vi711dvB7MfvwXkoGXzbDA,The Frame-Up Custom Picture Framing,5772 Calle Real,Goleta,CA,93117,34.4413052,-119.8247502,5,20,1,"Home Services, Framing, Interior Design, Arts & Crafts, Shopping"
uY87d0gwcE2kRULQ-p4qlQ,Little Rainbow Foot Spa,5739 Calle Real,Goleta,CA,93117,34.4409328,-119.8243896,3,11,1,"Reflexology, Beauty & Spas, Health & Medical, Day Spas, Massage"
YP7dUMVSmUE8xt-QH6M1aA,SeaVees,24 E Mason St,Santa Barbara,CA,93101,34.4137,-119.68955,5,12,1,"Sporting Goods, Men's Clothing, Accessories, Sports Wear, Women's Clothing, Shopping, Fashion, Shoe Stores"
0JtMsOcTRLnfBWkZFb5bnw,Valero,5661 Calle Real,Goleta,CA,93117,34.4408705,-119.8214953,3,12,1,"Automotive, Gas Stations"
Y3o0dzC-7ANmPIXn3Bh6Iw,Forever Beautiful Spa,3015 State St,Santa Barbara,CA,93105,34.4401887,-119.7288737,4,12,1,"Skin Care, Health & Medical, Waxing, Eyelash Service, Hair Removal, Medical Spas, Beauty & Spas"
UGpjrMDNDvYsBTiU0cvnaw,Affordable Hardwood Floors,,Goleta,CA,93111,34.4630827,-119.8062912,4.5,21,1,"Flooring, Contractors, Home Services"
3zxOOeLWsR4k7OrCv7bx7w,Alston Face & Body,11 W Figueroa St,Santa Barbara,CA,93101,34.421825,-119.70338,5,21,1,"Cosmetics & Beauty Supply, Beauty & Spas, Shopping, Eyelash Service, Waxing, Hair Removal, Skin Care, Massage"
HP57DM8L7Vb2lMOmbIaLwA,Kelsey Crews Photo,,Santa Barbara,CA,93101,34.420334,-119.7107494,5,12,1,"Photographers, Event Photography, Session Photography, Event Planning & Services"
dEhVyrZvxw6H-Y1qGoMxkw,Todays Nails,3114 State St,Santa Barbara,CA,93105,34.440693,-119.731681,4,49,1,"Nail Salons, Beauty & Spas"
Vr2_7HRJbY-IOezXTouSzg,Visiting Nurse & Hospice Care,512 E Gutierrez St,Santa Barbara,CA,93103,34.420931,-119.687641,4.5,7,1,"Personal Care Services, Home Health Care, Health & Medical, Hospice"
FkBG94suJSksG6zHgkqR_Q,Johnson & Yong Chiropractic,"351 S Hitchcock Way, Ste B120",Santa Barbara,CA,93105,34.43541094,-119.7459124,5,6,1,"Sports Medicine, Doctors, Chiropractors, Health & Medical"
SegVfSXRuEzOUeCkKH0dYg,Arrive Los Carneros,6505 Sea Star Ct,Goleta,CA,93117,34.43535324,-119.8538651,4.5,7,1,"Home Services, Real Estate, Apartments"
HvPyrSWSO6y07wqjSvX0ww,Ashtanga Santa Barbara,,Santa Barbara,CA,93101,34.421921,-119.710135,5,7,1,"Health & Medical, Fitness & Instruction, Yoga, Active Life, Physical Therapy"
rwsVxJqln-0HZFg1zxWtwQ,Adams Printing & Graphics,430 E Gutierrez St,Santa Barbara,CA,93101,34.4204746,-119.6887095,4.5,7,1,"Professional Services, Local Services, Printing Services, Graphic Design"
HMkjv277ZaW_2tZelEn6LQ,Wine Edventures,,Santa Barbara,CA,93190,34.42,-119.7,5,165,0,"Hotels & Travel, Wine Tours, Food, Tours, Beer, Wine & Spirits"
kcSgJiaI6rvwSt9okjX8sQ,SEA Landing,301 W Cabrillo Blvd,Santa Barbara,CA,93101,34.40831341,-119.6914691,3.5,46,1,"Event Planning & Services, Boating, Rafting/Kayaking, Active Life, Boat Charters"
DJKYqYmhl9xuSlmkS4r0Eg,Sup & Jus,7000 Hollister Ave,Goleta,CA,93117,34.4304533,-119.8723449,4,33,0,"Salad, Sandwiches, Restaurants, Food, Juice Bars & Smoothies, Soup"
T2otvNcawDSkhykOG2tOLA,IHOP,4765 Calle Real,Santa Barbara,CA,93110,34.44335,-119.78812,2.5,113,1,"American (Traditional), Breakfast & Brunch, Restaurants, American (New), Burgers"
KJEk4PLX5pMqOF3p5LDrxA,Grass Roots,,Santa Barbara,CA,93101,34.420334,-119.7107494,5,36,1,"Bridal, Flowers & Gifts, Floral Designers, Florists, Wedding Planning, Shopping, Event Planning & Services, Party & Event Planning"
nETqyOaGjqDwIWxFixVuyg,From The Heart Mobile Vet,,Santa Barbara,CA,93109,34.4006864,-119.722279,4,23,0,"Pets, Pet Services, Veterinarians"
LQkIs1UKPN9kLDorDbLVlg,Veils & Tails Photography,,Santa Barbara,CA,93111,34.4630827,-119.8062912,5,18,1,"Event Photography, Photographers, Pet Services, Pets, Event Planning & Services, Pet Photography, Session Photography"
EFOlgTAEXEd876-iGm4_xg,Santa Barbara Animal Medical Center,225 S Milpas St,Santa Barbara,CA,93103,34.4195288,-119.6752103,4,7,0,"Veterinarians, Pets, Pet Services, Pet Sitting"
9O0UA5d3UbaxINZq_qQL6Q,"Mehryar Ray Taban, MD","2320 Bath St, Ste 301",Santa Barbara,CA,93105,34.4308935,-119.7221614,5,17,1,"Doctors, Cosmetic Surgeons, Ophthalmologists, Health & Medical"
13UbOVDFdxloxaient5XWA,Jump On The School Bus,4067 State St,Santa Barbara,CA,93110,34.4393778,-119.7583532,5,175,1,"Wedding Planning, Transportation, Party Bus Rentals, Wineries, Party & Event Planning, Local Flavor, Food, Wine Tours, Arts & Entertainment, Tours, Limos, Event Planning & Services, Hotels & Travel"
AuUBOWdu5wyFGWK1suhtFw,A & A Import Service,511 Richardson Ave,Santa Barbara,CA,93103,34.4220708,-119.6891055,4.5,6,1,"Auto Repair, Automotive"
SAUUqfWpxZ_JYAqakY8T8Q,Coastal Treasures,217 E Stearns Wharf,Santa Barbara,CA,93101,34.4100154,-119.685551,4,6,0,"Flowers & Gifts, Shopping"
YdedDeKM1TcTHyZ9yjSG1A,Jenny Mann Floral Design,,Goleta,CA,93117,34.43909426,-119.8878049,5,10,1,"Party & Event Planning, Floral Designers, Florists, Wedding Planning, Event Planning & Services, Flowers & Gifts, Shopping"
g2KcfGgIa-T7vrwAsFoEVA,Comedy Hideaway,,Santa Barbara,CA,93117,34.4208305,-119.6981901,4.5,30,1,"Performing Arts, Arts & Entertainment, Caterers, Party & Event Planning, Comedy Clubs, Venues & Event Spaces, Event Planning & Services, Nightlife"
8Ga9phkEgQa0RHAX7VCfbA,"Timothy P Mathis, DDS","1515 State St, Ste 12",Santa Barbara,CA,93101,34.4264831,-119.7091011,4,9,1,"Cosmetic Dentists, Health & Medical, General Dentistry, Dentists, Periodontists, Beauty & Spas, Teeth Whitening"
RIXWht1pZG8pe1SJk5hhXw,Poke Theory SB,"6530 Seville Rd, Ste 102",Goleta,CA,93117,34.412042,-119.854844,4.5,54,1,"Coffee & Tea, Noodles, Restaurants, Seafood, Japanese, Ramen, Food, Asian Fusion, Poke"
n_fADQa8T0dgLd-D8ABEhQ,Bevmo,7070 Marketplace Dr,Goleta,CA,93117,34.42964514,-119.873968,4,21,1,"Restaurants, Food, American (New), Beer, Wine & Spirits"
sPK5xir_Ip1TIj6sMA9Tig,DISH,,Ventura,CA,93001,34.446925,-119.742822,1.5,8,1,"Television Service Providers, Internet Service Providers, Home Services, Professional Services"
X3Fwh9YVQ-UYjoj6gBXZqg,Economy Muffler & Brake,5930 Hollister Ave,Goleta,CA,93117,34.436345,-119.829565,4.5,19,1,"Auto Repair, Automotive"
